,title,name,price,Waist Rise,Length,Fit,Brand Fit Name,Print or Pattern Type,Closure,Type of Pleat,Weave Type,Fly Type,productId,Hemline,Knit or Woven,Surface Styling,Transparency,Type,specifications,Lining,Number of Pockets,Occasion,Slit Detail
152,Leading Lady,Women Beige Solid Slim Fit Sports Shorts,Rs. 479,High-Rise,Above Knee,Slim Fit,,Solid,Slip-On,,,,7432999,,Knitted,,,Sports Shorts,{},,,Casual,
153,Clora Creation,Women Mustard Yellow Printed Flared Maxi Skirt,Rs. 1049,,Maxi,,,Floral,Drawstring,,,,11627858,Flared,Knitted,Embellished,,Flared,{},,,,No Slit
154,Ira Soleil,Women Charcoal Grey &amp; Pink Printed Reversible Flared Maxi Skirt,Rs. 1014,,Maxi,,,Floral,Slip-On,,,,8532093,Flared,Woven,,,Flared,{},Has a lining,,,No Slit
155,Roadster,Women Blue Washed Regular Fit Denim Shorts,Rs. 389,Mid-Rise,Above Knee,Regular Fit,,Washed,Button,,,,11688412,,,,,Denim Shorts,{},,5,Casual,
156,Mayra,Women Black Pencil Skirt,Rs. 478,,Knee Length,,,Solid,Zip,,,,7215785,Straight,Woven,,Opaque,Pencil,{},,,,Back Slit
157,Varanga,Women Pink and Blue Dyed Maxi Flared Skirt,Rs. 739,,Maxi,,,Tie and Dye,Slip-On,,,,11494284,Flared,Woven,,Opaque,Flared,{},,,Ethnic,
158,H&amp;M,Women Blue Solid Short Denim Skirt,Rs. 999,,Mini,,,Solid,Button,,,,12040292,Straight,Woven,,Opaque,Straight,{},,,,No Slit
159,SASSAFRAS,Women Maroon Solid Pencil Skirt,Rs. 559,,Midi,,,Solid,Slip-On,,,,10861476,Straight,Knitted,,Opaque,Pencil,{},,,Casual,
160,HERE&amp;NOW,Women Grey Solid Regular Fit Denim Shorts,Rs. 559,Mid-Rise,Above Knee,Regular Fit,,Solid,Button,,,,7175685,,,,,Denim Shorts,{},,5,Casual,
161,Roadster,Women Black Solid Regular Fit Denim Shorts,Rs. 454,Mid-Rise,Above Knee,Regular Fit,,Solid,Button,,,,11688450,,,,,Denim Shorts,{},,5,Casual,
162,StyleStone,Women Blue Solid A-Line Denim Pencil Skirt,Rs. 639,,Midi,,,Washed,Button,,,,6596260,Straight,Knitted,,Opaque,Straight,{},,,,Front Slit
163,HERE&amp;NOW,Women Blue &amp; White Pintucks Printed Flared Maxi Skirt,Rs. 539,,Maxi,,,Geometric,Zip,,,,12010714,Flared,Woven,Gathered or Pleated,Opaque,Flared,{},,,,
164,SASSAFRAS,Women White Self-Striped Corduroy A-Line Mini Skirt,Rs. 719,,Mini,,,Striped,Button,,,,12288178,Straight,Woven,,Opaque,A-Line,{},,,Casual,
165,Alcis,Women Black Solid Slim Fit Outdoor Shorts,Rs. 649,Mid-Rise,Knee Length,Slim Fit,,Solid,Slip-On,,,,12383306,,Knitted,,,Sports Shorts,{},,,Sports,
166,Roadster,Women Blue Washed Regular Fit Denim Shorts,Rs. 389,Mid-Rise,Above Knee,Regular Fit,,Washed,Button,,,,11688420,,,,,Denim Shorts,{},,5,Casual,
167,Purple Feather,Women Black &amp; Off-White Striped Pencil Skirt,Rs. 599,,Knee Length,,,Striped,Zip,,,,10492806,Straight,Knitted,,Opaque,Pencil,{},,,,Back Slit
168,Marks &amp; Spencer,Women Pink Solid Regular Fit Shorts,Rs. 749,Mid-Rise,Above Knee,Regular Fit,,Solid,Hook,,,,9978889,,,,,Regular Shorts,{},,2,Casual,
169,Purple State,Women Red &amp; Blue Printed Mini Skort,Rs. 299,,Mini,,,Floral,Zip,,,,12187694,Asymmetric,Knitted,,Opaque,Skorts,{},,,,Front Slit
170,Rider Republic,Women Black Solid Pencil Skirt,Rs. 672,,Mini,,,Solid,Button,,,,7869639,Straight,Woven,,Opaque,Pencil,{},,,Casual,
171,SASSAFRAS,Women Lavender &amp; Beige Printed Accordion Pleat A-Line Skirt,Rs. 719,,Knee Length,,,Floral,Slip-On,,,,11364468,Flared,Woven,Gathered or Pleated,,A-Line,{},,,,No Slit
172,Athena,Women Burgundy Solid Pencil Midi Skirt,Rs. 649,,Midi,,,Solid,Slip-On,,,,12086086,Straight,Woven,,Opaque,Pencil,{},,,,Front Slit
173,Marks &amp; Spencer,Women Beige Solid Regular Fit Regular Shorts,Rs. 1199,Mid-Rise,Above Knee,Regular Fit,,Solid,Button,,,,10408115,,,,,Regular Shorts,{},,2,Casual,
174,Just Wow,Women Black Solid Soft Net Fit &amp; Flared Party Wear Maxi Skirt,Rs. 1289,,Maxi,,,Solid,Zip,,,,11139392,Flared,Woven,,,Flared,{},Has a lining,,,No Slit
175,Besiva,Women Black Solid Net Flared Skirt,Rs. 1299,,Midi,,,Solid,Slip-On,,,,9856877,Flared,Woven,Gathered or Pleated,,Flared,{},Has a lining,,,
176,SASSAFRAS,Women Beige Solid Corduroy A-Line Skirt,Rs. 699,,Mini,,,Solid,Button,,,,12288128,Straight,Woven,,Opaque,Straight,{},,,Casual,
177,Athena,Women Black Lace A-Line Skirt,Rs. 624,,Knee Length,,,Self Design,Slip-On,,,,9535423,Flared,Woven,,Opaque,A-Line,{},Has a lining,,,
178,SOUNDARYA,Women Off-White Printed Doria Booti A-Line Maxi Skirt,Rs. 1999,,Maxi,,,Graphic,Drawstring,,,,11545898,Straight,Woven,,Opaque,A-Line,{},Has a lining,,,
179,Clora Creation,Women Gold &amp; Silver Checked Flared Maxi Skirt,Rs. 1199,,Maxi,,,Geometric,Drawstring,,,,12332746,Flared,Woven,,Opaque,Flared,{},Has a lining,,,
180,Berrylush,Green Solid Ruffled Flared Maxi Skirt with Attached Trousers,Rs. 819,,Maxi,,,Solid,Drawstring,,,,5125414,High-Low,Woven,Gathered or Pleated,,Flared,{},,,,Front Slit
181,Deal Jeans,Women Navy Blue Washed Slim Fit Denim Shorts,Rs. 1139,Mid-Rise,Above Knee,Slim Fit,,Solid,Button,,,,12791550,,,,,Denim Shorts,{},,2,Casual,
182,SCORPIUS,Women Coral &amp; Pink Printed Pencil Skirt,Rs. 629,,Knee Length,,,Graphic,Zip,,,,11969584,Straight,Knitted,,Opaque,Pencil,{},,,,Back Slit
183,Moda Rapido,Women Black Solid Regular Fit Denim Shorts,Rs. 629,Mid-Rise,Above Knee,Regular Fit,,Solid,Button,,,,12011680,,,,,Denim Shorts,{},,5,Casual,
184,Bitterlime,Women White Solid Ruffled Layered A-line Skirt,Rs. 599,,Midi,,,Solid,Slip-On,,,,8224925,High-Low,Woven,Layered,,Flared,{},Has a lining,,,
185,WISSTLER,Women Navy Blue &amp; Beige Dog Printed Regular Shorts,Rs. 395,Mid-Rise,Above Knee,Regular Fit,,Conversational,Drawstring,,,,12646304,,Woven,,,Regular Shorts,{},,,Casual,
186,C9,Women Beige Solid Regular Fit Sports Shorts,Rs. 399,Mid-Rise,Above Knee,Regular Fit,,Solid,Slip-On,,,,8581201,,Knitted,,,Sports Shorts,{},,,Sports,
187,SOUNDARYA,Women Maroon &amp; Gold-Toned Printed Flared Maxi Skirt,Rs. 1999,,Maxi,,,Self Design,Drawstring,,,,11545908,Straight,Woven,,Opaque,Flared,{},Has a lining,,,
188,KASSUALLY,Women Navy Blue Washed Denim A-Line Mini Skirt,Rs. 575,,Mini,,,Washed,Button,,,,11928862,Straight,Woven,,Opaque,A-Line,{},,,Casual,
189,Varanga,Women Black &amp; Golden Printed Maxi Flared Skirt,Rs. 749,,Maxi,,,Geometric,Drawstring,,,,11049246,Flared,Woven,Gathered or Pleated,Opaque,Flared,{},,,,
190,ROVING MODE,Women Solid White Flared Semi Sheer Midi Skirt,Rs. 2090,,Midi,,,Solid,Zip,,,,7080705,Flared,Woven,,,A-Line,{},Has a lining,,,No Slit
191,Roadster,Women Blue Solid Regular Fit Distressed Denim Shorts,Rs. 549,Mid-Rise,Above Knee,Regular Fit,,Solid,Button,,,,12069702,,,,,Denim Shorts,{},,5,Casual,
192,Mast &amp; Harbour,Women White Washed Regular Fit Denim Hot Shorts,Rs. 749,Mid-Rise,Above Knee,Regular Fit,,Washed,Button,,,,11693236,,,,,Denim Shorts,{},,5,Casual,
193,Popnetic,Women Black Solid A-Line Skirt,Rs. 679,,Mini,,,Solid,Zip,,,,9404671,Straight,Woven,Gathered or Pleated,,A-Line,{},,,,Back Slit
194,RARE,Women Navy Blue Striped A-Line Maxi Skirt,Rs. 764,,Maxi,,,Striped,Slip-On,,,,7761646,Straight,Woven,,,A-Line,{},Has a lining,,,No Slit
195,Nun,Women Navy Blue Solid Slim Fit Hot Pants,Rs. 697,Mid-Rise,Above Knee,Slim Fit,,Solid,Zip,,,,6707414,,Woven,,,Hot Pants,{},,,Casual,
196,Moda Rapido,Beige &amp; Coffee Brown Printed Maxi Flared Skirt,Rs. 799,,Maxi,,,Abstract,Drawstring,,,,4373366,Flared,Woven,Gathered or Pleated,,Flared,{},,,,No Slit
197,Popnetic,Women Black Solid A-Line Skirt,Rs. 639,,Knee Length,,,Solid,Button,,,,9404661,Flared,Woven,,Opaque,A-Line,{},,,,Front Slit
198,Juniper,Women Gold-Coloured Solid Organza Flared Maxi Skirt,Rs. 683,,Maxi,,,Solid,Button,,,,10835920,Flared,Woven,,Opaque,Flared,{},Has a lining,,,
199,The Vanca,Women Red Printed Maxi Skirt,Rs. 713,,Maxi,,,Floral,Zip,,,,8632783,Straight,Woven,,,A-Line,{},Has a lining,,,No Slit
200,IMARA,Women Off-White Printed Flared Maxi Skirt,Rs. 629,,Maxi,,,Geometric,Drawstring,,,,10307037,Flared,Woven,Gathered or Pleated,Opaque,Flared,{},,,,
201,Tokyo Talkies,Women Black Solid Denim A-Line Mini Skirt,Rs. 612,,Knee Length,,,Solid,Zip,,,,12394232,Straight,Woven,Distressed,,A-Line,{},,,,No Slit
202,Aeropostale,Women Blue Washed Regular Fit Denim Shorts,Rs. 999,Mid-Rise,Above Knee,Regular Fit,,Washed,Button,,,,11936010,,,,,Denim Shorts,{},,5,Casual,
203,Meee,Women Black &amp; Pink Printed Loose Fit Regular Shorts,Rs. 559,Mid-Rise,Above Knee,Loose Fit,,Floral,Slip-On,,,,11691908,,Woven,,,Regular Shorts,{},,,Casual,
204,Fame Forever by Lifestyle,Women Olive Green Solid Regular Fit Regular Shorts,Rs. 909,Mid-Rise,Above Knee,Regular Fit,,Solid,Button,,,,11559858,,,,,Regular Shorts,{},,4,Casual,
205,Moda Rapido,Women Blue Solid Regular Fit Denim Shorts,Rs. 599,Mid-Rise,Above Knee,Regular Fit,,Solid,Button,,,,1894966,,,,,Denim Shorts,{},,5,Casual,
206,Athena,Women Red Solid Regular Fit Sports Shorts,Rs. 519,Mid-Rise,Above Knee,Regular Fit,,Solid,Slip-On,,,,12035322,,,,,Sports Shorts,{},,2,Casual,
207,Varanga,Women Pink and Blue Dyed Maxi Flared Skirt,Rs. 739,,Maxi,,,Tie and Dye,Slip-On,,,,11494284,Flared,Woven,,Opaque,Flared,{},,,Ethnic,
208,DressBerry,Women Red &amp; White Striped A-Line Skirt,Rs. 659,,Knee Length,,,Striped,Button,,,,11002744,Straight,Woven,,Opaque,A-Line,{},,,,Front Slit
209,Roadster,Women White Solid Skinny Fit Denim Straight Skirt with Side Taping Detail,Rs. 559,,Mini,,,Solid,Button,,,,11541826,Curved,Woven,,Opaque,Straight,{},,,,Back Slit
210,Varanga,Black Pure Cotton Gold Skirt,Rs. 539,,Maxi,,,Geometric,Drawstring,,,,2147464,Flared,Woven,Gathered or Pleated,,Flared,{},,,,No Slit
211,Aeropostale,Women Black Solid Regular Fit Denim Shorts,Rs. 899,Mid-Rise,Above Knee,Regular Fit,,Solid,Button,,,,11936008,,,,,Denim Shorts,{},,5,Casual,
212,Mast &amp; Harbour,Women Blue Solid High Rise Regular Fit Denim Shorts,Rs. 899,High-Rise,Above Knee,Regular Fit,,Solid,Button,,,,11608682,,,,,Denim Shorts,{},,5,Casual,
213,H&amp;M,Women Black Paper Bag Skirt,Rs. 899,,Mini,,,Solid,Slip-On,,,,11470020,Straight,Woven,,Opaque,Flared,{},,,,No Slit
214,Roadster,Women Blue Washed Regular Fit Denim Shorts,Rs. 499,Mid-Rise,Above Knee,Regular Fit,,Washed,Button,,,,12069738,,,,,Denim Shorts,{},,5,Casual,
215,Alcis,Women Black Solid Slim Fit Outdoor Shorts,Rs. 649,Mid-Rise,Knee Length,Slim Fit,,Solid,Slip-On,,,,12383306,,Knitted,,,Sports Shorts,{},,,Sports,
216,The Vanca,Women Navy Blue &amp; White Printed Flared Maxi Skirt,Rs. 799,,Maxi,,,Geometric,Slip-On,,,,11101156,Flared,Woven,Gathered or Pleated,Opaque,A-Line,{},,,,
217,Roadster,Women Blue Washed Regular Fit Denim Shorts,Rs. 349,Mid-Rise,Above Knee,Regular Fit,,Washed,Button,,,,11541672,,,,,Denim Shorts,{},,3,Casual,
218,Athena,Women Green Solid Pencil Midi Skirt,Rs. 844,,Midi,,,Solid,Slip-On,,,,12086088,Straight,Knitted,,Opaque,Pencil,{},,,,Front Slit
219,Bitterlime,Women Black Block Print Flared Maxi Skirt,Rs. 799,,Maxi,,,Floral,Zip,,,,9884745,Flared,Woven,,Opaque,Flared,{},,,Ethnic,
220,DressBerry,Women Yellow Solid Regular Fit Sports Shorts,Rs. 349,Mid-Rise,Above Knee,Regular Fit,,Solid,Slip-On,,,,11003620,,Knitted,,,Sports Shorts,{},,,Sports,
221,Vastraa Fusion,Women Pink Solid Chanderi Flared Maxi Skirt,Rs. 527,,Maxi,,,Solid,Zip,,,,11665648,Flared,Woven,,Semi Sheer,Flared,{},Has a lining,,,
222,Mast &amp; Harbour,Women Peach-Coloured Solid Straight Denim Skirt,Rs. 824,,Mini,,,Solid,Button,,,,11608674,Straight,Woven,,Opaque,Straight,{},,,,No Slit
223,Marks &amp; Spencer,Women Beige Solid Regular Fit Regular Shorts,Rs. 1199,Mid-Rise,Above Knee,Regular Fit,,Solid,Button,,,,10408115,,,,,Regular Shorts,{},,2,Casual,
224,I AM FOR YOU,Women Off-White &amp; Blue Tropical Printed Midi A-Line Skirt,Rs. 509,,Midi,,,Floral,Slip-On,,,,11626146,Flared,Woven,,Opaque,A-Line,{},Has a lining,,,
225,Kook N Keech Disney,Women Blue Washed Distressed Denim Shorts,Rs. 489,Mid-Rise,Above Knee,Regular Fit,,Washed,Button,,,,10926964,,,,,Denim Shorts,{},,5,Casual,
226,Mast &amp; Harbour,Women Red Solid Regular Shorts,Rs. 494,Mid-Rise,Above Knee,Regular Fit,,Solid,Drawstring,,,,12331980,,,,,Regular Shorts,{},,2,Casual,
227,Kazo,Women Navy Blue Solid Knitted Pencil Mini Skirt,Rs. 796,,Mini,,,Solid,Zip,,,,11240126,Straight,Knitted,,Opaque,Pencil,{},,,,No Slit
228,Athena,Women Blue Solid Regular Fit Regular Shorts,Rs. 493,Mid-Rise,Above Knee,Regular Fit,,Solid,Slip-On,,,,12035326,,,,,Regular Shorts,{},,2,Casual,
229,C9,Women Black Solid Regular Fit Sports Shorts,Rs. 449,Mid-Rise,Above Knee,Regular Fit,,Solid,Slip-On,,,,7498214,,Knitted,,,Sports Shorts,{},,,Sports,
230,DressBerry,Women Off-White Schiffli Embroidered Straight Skirt,Rs. 624,,Knee Length,,,Geometric,Zip,,,,11272498,Straight,Woven,,Opaque,Straight,{},Has a lining,,,
