,title,name,price,Waist Rise,Length,Fit,Brand Fit Name,Print or Pattern Type,Closure,Type of Pleat,Weave Type,Fly Type,productId,Distress,Fade,Shade,Stretch,Waistband,Type of Distress
253,Pepe Jeans,Women Navy Blue Slim Fit Mid-Rise Clean Look Stretchable Cropped Jeans,Rs. 989,Mid-Rise,Cropped,Slim Fit,,,,,,,8799523,Clean Look,Light Fade,Dark,Stretchable,With belt loops,
254,High Star,Women White Slim Fit High-Rise Clean Look Stretchable Jeans,Rs. 804,High-Rise,Regular,Slim Fit,,,,,,,8070243,Clean Look,No Fade,Light,Stretchable,With belt loops,
255,Roadster,Women Blue Skinny Fit Mid-Rise Highly Distressed Stretchable Cropped Jeans,Rs. 719,Mid-Rise,Cropped,Skinny Fit,,,,,,,11930974,Highly Distressed,Heavy Fade,Light,,With belt loops,Ripped
256,High Star,Women Blue Slim Fit High-Rise Clean Look Stretchable Jeans,Rs. 779,High-Rise,Regular,Slim Fit,,,,,,,4446480,Clean Look,Light Fade,Dark,Stretchable,With belt loops,
257,Marks &amp; Spencer,Women Blue Boyfriend Fit Mid-Rise Mildly Distressed Stretchable Jeans,Rs. 3999,Mid-Rise,Regular,Boyfriend Fit,,,,,,,12378022,Mildly Distressed,Light Fade,Medium,,With belt loops,Ripped
258,Kraus Jeans,Women Black Skinny Fit High-Rise Clean Look K3060 Jeans,Rs. 1271,High-Rise,Regular,Skinny Fit,,,,,,,2031329,Clean Look,No Fade,Dark,Non Stretchable,With belt loops,
259,Metronaut,Women Charcoal Grey Skinny Fit Mid-Rise Clean Look Jeans,Rs. 679,Mid-Rise,Regular,Skinny Fit,,,,,,,12151062,Clean Look,No Fade,Dark,Stretchable,With belt loops,
260,HERE&amp;NOW,Women Blue Skinny Fit Mid-Rise Clean Look Stretchable Jeans,Rs. 769,Mid-Rise,Regular,Skinny Fit,,,,,,,11440850,Clean Look,Light Fade,Medium,Stretchable,With belt loops,
261,Roadster,Women Grey Skinny Fit Mid-Rise Clean Look Stretchable Cropped Jeans,Rs. 599,Mid-Rise,Cropped,Skinny Fit,,,,,,,11531704,Clean Look,Heavy Fade,Light,Stretchable,With belt loops,
262,Purple Feather,Women Blue Skinny Fit High-Rise Clean Look Cropped Jeans,Rs. 759,High-Rise,Cropped,Skinny Fit,,,,,,,7718247,Clean Look,Light Fade,Light,Stretchable,With belt loops,
263,Vero Moda,Women White Bootcut Mid-Rise Clean Look Jeans,Rs. 1249,Mid-Rise,Regular,Flared,,,,,,,11742270,Clean Look,No Fade,Light,Stretchable,With belt loops,
264,Ginger by Lifestyle,Women White Slim Fit Mid-Rise Clean Look Jeans,Rs. 679,Mid-Rise,Cropped,Slim Fit,,,,,,,10933642,Clean Look,No Fade,Light,Non Stretchable,With belt loops,
265,Deal Jeans,Women Blue Slim Fit High-Rise Clean Look Cropped Stretchable Jeans,Rs. 1497,High-Rise,Regular,Slim Fit,,,,,,,2426928,Clean Look,Light Fade,Medium,Stretchable,With belt loops,
266,Purple Feather,Women Blue Skinny Fit High-Rise Clean Look Stretchable Jeans,Rs. 778,High-Rise,Cropped,Skinny Fit,,,,,,,11156860,Clean Look,Light Fade,Medium,Stretchable,With belt loops,
267,Roadster,Women Black Jegging Super Skinny Fit Clean Look Stretchable Cropped Jeans,Rs. 524,Mid-Rise,Cropped,Super Skinny Fit,Jeggings,,,,,,11226116,Clean Look,Heavy Fade,Medium,,With belt loops,
268,High Star,Women Blue Slim Fit High-Rise Clean Look Stretchable Jeans,Rs. 803,High-Rise,Cropped,Slim Fit,,,,,,,7243701,Clean Look,Light Fade,Dark,Stretchable,With belt loops,
269,Levis,Women Blue 710 Super Skinny Fit Mid-Rise Clean Look Waterless Stretchable Jeans,Rs. 2449,Mid-Rise,Regular,Super Skinny Fit,,,,,,,11184632,Clean Look,Light Fade,Dark,Stretchable,With belt loops,
270,DressBerry,Women Black Skinny Fit Mid-Rise Clean Look Stretchable Ankle Length Jeans,Rs. 769,Mid-Rise,Cropped,Skinny Fit,,,,,,,10366427,Clean Look,No Fade,Dark,Stretchable,With belt loops,
271,Levis,Women Blue 711 Skinny Fit Mid-Rise Clean Look Stretchable Jeans,Rs. 2339,Mid-Rise,Regular,Skinny Fit,,,,,,,11184534,Clean Look,Light Fade,Dark,Stretchable,With belt loops,
272,SASSAFRAS,Women Black Regular Fit Mid-Rise Clean Look Stretchable Slouchy Jeans,Rs. 1199,Mid-Rise,Regular,Regular Fit,,,,,,,12222110,Clean Look,No Fade,Dark,Stretchable,Elasticated,
273,Deal Jeans,Women Blue Slim Fit Mid-Rise Clean Look Cropped Stretchable Jeans,Rs. 1377,Mid-Rise,Regular,Slim Fit,,,,,,,2426938,Clean Look,Light Fade,Medium,Stretchable,With belt loops,
274,Vero Moda,Women Blue Slim Fit Mid-Rise Clean Look Jeans,Rs. 1799,Mid-Rise,Cropped,Slim Fit,,,,,,,8410369,Clean Look,Light Fade,Dark,Stretchable,With belt loops,
275,Levis,Women Blue Skinny Fit Mid-Rise Mildly Distressed Stretchable Jeans,Rs. 1539,Mid-Rise,Regular,Skinny Fit,,,,,,,8315559,Mildly Distressed,Heavy Fade,Light,,With belt loops,Ripped
276,Roadster,Women Blue Skinny Fit Mid-Rise Low Distress Stretchable Jeans,Rs. 599,Mid-Rise,Cropped,Skinny Fit,,,,,,,11226360,Low Distress,Light Fade,Medium,,With belt loops,Cat Scratches
277,DressBerry,Women Charcoal Grey Skinny Fit Mid-Rise Low Distress Stretchable Ankle Length Jeans,Rs. 629,Mid-Rise,Cropped,Skinny Fit,,,,,,,10366415,Low Distress,Light Fade,Dark,,With belt loops,Cat Scratches
278,Nifty,Women Blue Bootcut Mid-Rise Clean Look Stretchable Jeans,Rs. 791,Mid-Rise,Regular,Bootcut,,,,,,,11609870,Clean Look,No Fade,Medium,Stretchable,With belt loops,
279,MANGO,Women Grey Skinny Fit Mid-Rise Clean Look Stretchable Cropped Sustainable Jeans,Rs. 1673,Mid-Rise,Cropped,Skinny Fit,,,,,,,11175462,Clean Look,Light Fade,Light,Stretchable,With belt loops,
280,DressBerry,Women Navy Blue Skinny Fit Mid-Rise Clean Look Stretchable Ankle Length Jeans,Rs. 629,Mid-Rise,Cropped,Skinny Fit,,,,,,,10671356,Clean Look,No Fade,Dark,Stretchable,With belt loops,
281,Deal Jeans,Women Blue Skinny Fit Mid-Rise Clean Look Stretchable Jeans,Rs. 1377,Mid-Rise,Regular,Skinny Fit,,,,,,,2426934,Clean Look,Light Fade,Light,Stretchable,With belt loops,
282,Ms.Taken,Women Blue Skinny Fit Mid-Rise Clean Look Stretchable Cropped Jeans,Rs. 539,Mid-Rise,Cropped,Skinny Fit,,,,,,,10304457,Clean Look,Light Fade,Medium,Stretchable,With belt loops,
283,Roadster,Women Blue Skinny Fit Mid-Rise Clean Look Stretchable Jeans,Rs. 594,Mid-Rise,Regular,Skinny Fit,,,,,,,11118536,Clean Look,Light Fade,Medium,Stretchable,With belt loops,
284,Roadster,Women Blue Skinny Fit Mid-Rise Clean Look Jeans,Rs. 559,Mid-Rise,Regular,Skinny Fit,,,,,,,11541682,Clean Look,Light Fade,Medium,Non Stretchable,With belt loops,
285,Miss Chase,Women Blue Skinny Fit High-Rise Clean Look Jeans,Rs. 949,High-Rise,Regular,Skinny Fit,,,,,,,8514289,Clean Look,No Fade,Medium,Stretchable,With belt loops,
286,The Dry State,Women Red Slim Fit Mid-Rise Clean Look Jeans,Rs. 679,Mid-Rise,Cropped,Slim Fit,,,,,,,11503392,Clean Look,No Fade,Coloured,Stretchable,With belt loops,
287,Harvard,Women Blue Skinny Fit Mid-Rise Clean Look Stretchable Jeans,Rs. 594,Mid-Rise,Cropped,Skinny Fit,,,,,,,10415104,Clean Look,Heavy Fade,Medium,Stretchable,With belt loops,
288,HERE&amp;NOW,Women Blue Skinny Fit High-Rise Mildly Distressed Stretchable Cropped Jeans,Rs. 799,High-Rise,Cropped,Skinny Fit,,,,,,,11440404,Mildly Distressed,Light Fade,Medium,,With belt loops,Ripped
289,Deal Jeans,Women Blue Slim Fit High-Rise Clean Look Stretchable Jeans,Rs. 1497,High-Rise,Regular,Slim Fit,,,,,,,5420287,Clean Look,Light Fade,Light,Stretchable,With belt loops,
290,Roadster,Women Blue Skinny Fit Mid-Rise Clean Look Stretchable Cropped Jeans,Rs. 559,Mid-Rise,Cropped,Skinny Fit,,,,,,,7139177,Clean Look,Heavy Fade,Medium,Stretchable,With belt loops,
291,HERE&amp;NOW,Women Blue Skinny Fit High-Rise Clean Look Stretchable Jeans,Rs. 769,High-Rise,Regular,Skinny Fit,,,,,,,11460332,Clean Look,Light Fade,Dark,Stretchable,With belt loops,
292,Levis,Women Blue 710 Super Skinny Fit Mid-Rise Clean Look Stretchable Jeans,Rs. 1959,Mid-Rise,Regular,Super Skinny Fit,,,,,,,11184932,Clean Look,Light Fade,Medium,Stretchable,With belt loops,
293,Roadster,Women Black Skinny Fit High-Rise Clean Look Stretchable Jeans,Rs. 719,High-Rise,Regular,Skinny Fit,,,,,,,11226306,Clean Look,Heavy Fade,Medium,Stretchable,With belt loops,
294,High Star,Women White Slim Fit Mid-Rise Clean Look Jeans,Rs. 719,Mid-Rise,Regular,Slim Fit,,,,,,,10343517,Clean Look,No Fade,Light,Stretchable,With belt loops,
295,HERE&amp;NOW,Women Burgundy Skinny Fit High-Rise Clean Look Stretchable Jeans,Rs. 769,High-Rise,Regular,Skinny Fit,,,,,,,12022804,Clean Look,No Fade,Coloured,Stretchable,With belt loops,
296,Roadster,Women Black Skinny Fit Mid-Rise Clean Look Stretchable Jeans,Rs. 599,Mid-Rise,Regular,Skinny Fit,,,,,,,11531864,Clean Look,Light Fade,Dark,Stretchable,With belt loops,
297,Deal Jeans,Women Blue Skinny Fit Mid-Rise Clean Look Stretchable Jeans,Rs. 1377,Mid-Rise,Regular,Skinny Fit,,,,,,,5420361,Clean Look,Light Fade,Dark,Stretchable,With belt loops,
298,Metronaut,Women Blue Skinny Fit High-Rise Clean Look Stretchable Cropped Jeans,Rs. 594,High-Rise,Cropped,Skinny Fit,,,,,,,12151142,Clean Look,No Fade,Dark,Stretchable,With belt loops,
299,Harvard,Women Blue Skinny Fit Mid-Rise Clean Look Stretchable Jeans,Rs. 519,Mid-Rise,Regular,Skinny Fit,,,,,,,11394614,Clean Look,Light Fade,Medium,Stretchable,With belt loops,
300,Roadster,Women Black Skinny Fit Mid-Rise Clean Look Stretchable Jeans,Rs. 649,Mid-Rise,Regular,Skinny Fit,,,,,,,11226384,Clean Look,Light Fade,Medium,Stretchable,With belt loops,
301,Roadster,Women Blue Skinny Fit Mid-Rise Clean Look Stretchable Jeans,Rs. 509,Mid-Rise,Cropped,Skinny Fit,Lean,,,,,,11118418,Clean Look,Light Fade,Dark,,With belt loops,
302,Mast &amp; Harbour,Women Grey Skinny Fit Mid-Rise Clean Look Stretchable Cropped Jeans,Rs. 899,Mid-Rise,Cropped,Skinny Fit,,,,,,,11255840,Clean Look,No Fade,Medium,Stretchable,With belt loops,
303,High Star,Women Blue Slim Fit High-Rise Clean Look Stretchable Jeans,Rs. 779,High-Rise,Regular,Slim Fit,,,,,,,4446474,Clean Look,Light Fade,Dark,Stretchable,With belt loops,
304,DressBerry,Women Blue Skinny Fit Mid-Rise Clean Look Stretchable Jeans,Rs. 449,Mid-Rise,Regular,Skinny Fit,,,,,,,2204727,Clean Look,Light Fade,Medium,Stretchable,With belt loops,
305,Hubberholme,Women Navy Blue Slim Fit Bootcut Mid-Rise Clean Look Cropped Stretchable Jeans,Rs. 679,Mid-Rise,Cropped,Bootcut,,,,,,,12379888,Clean Look,Light Fade,Dark,Stretchable,With belt loops,
306,MANGO,Women Black Regular Loose Fit High-Rise Stretchable Clean Look Jeans,Rs. 2093,High-Rise,Regular,Regular Fit,Loose,,,,,,12524708,Clean Look,No Fade,Dark,,Elasticated,
307,Marks &amp; Spencer,Women Blue Boyfriend Fit Mid-Rise Mildly Distressed Stretchable Jeans,Rs. 3999,Mid-Rise,Regular,Boyfriend Fit,,,,,,,12378022,Mildly Distressed,Light Fade,Medium,,With belt loops,Ripped
308,HERE&amp;NOW,Women Grey Jogger Fit Mid-Rise Clean Look Stretchable Cropped Jeans,Rs. 1169,Mid-Rise,Cropped,Jogger,,,,,,,11231952,Clean Look,Heavy Fade,Light,Stretchable,Without belt loops,
309,Roadster,Women Blue Skinny Fit Mid-Rise Clean Look Stretchable Cropped Jeans,Rs. 719,Mid-Rise,Cropped,Skinny Fit,,,,,,,11688464,Clean Look,Light Fade,Dark,Stretchable,With belt loops,
310,HERE&amp;NOW,Women Pink Jogger Mid-Rise Clean Look Stretchable Cropped Jeans,Rs. 909,Mid-Rise,Cropped,Jogger,,,,,,,11231988,Clean Look,No Fade,Coloured,Stretchable,With belt loops,
311,Levis,Women Black 710 Super Skinny Fit Mid-Rise Clean Look Stretchable Jeans,Rs. 2144,Mid-Rise,Regular,Super Skinny Fit,,,,,,,11184416,Clean Look,Light Fade,Dark,Stretchable,With belt loops,
312,Roadster,Women Blue Skinny Fit Mid-Rise Clean Look Stretchable Jeans,Rs. 449,Mid-Rise,Cropped,Skinny Fit,,,,,,,10967576,Clean Look,Heavy Fade,Light,Stretchable,With belt loops,
313,DressBerry,Women Charcoal Skinny Fit Mid-Rise Clean Look Stretchable Jeans,Rs. 559,Mid-Rise,Regular,Skinny Fit,,,,,,,11293706,Clean Look,Heavy Fade,Light,Stretchable,With belt loops,
314,Sztori,Women Black Plus Size Staple Slimming Fit Mid-Rise Clean Look Jeans,Rs. 1039,Mid-Rise,Regular,Slim Fit,,,,,,,11196878,Clean Look,No Fade,Dark,Stretchable,With belt loops,
315,Deal Jeans,Women Blue Slim Fit High-Rise Clean Look Cropped Stretchable Jeans,Rs. 1497,High-Rise,Regular,Slim Fit,,,,,,,2426928,Clean Look,Light Fade,Medium,Stretchable,With belt loops,
316,Xpose,Women Blue Slim Fit Mid-Rise Clean Look Stretchable Jeans,Rs. 979,Mid-Rise,Regular,Slim Fit,,,,,,,10757364,Clean Look,Heavy Fade,Medium,Stretchable,With belt loops,
317,High Star,Women Blue Slim Fit Mid-Rise Clean Look Stretchable Jeans,Rs. 758,Mid-Rise,Regular,Slim Fit,,,,,,,8840515,Clean Look,Light Fade,Medium,Stretchable,With belt loops,
318,Sztori,Plus Size Women Olive Green Skinny Fit Mid-Rise Clean Look Stretchable Jeans,Rs. 919,Mid-Rise,Regular,Skinny Fit,,,,,,,9823609,Clean Look,No Fade,Coloured,Stretchable,With belt loops,
319,Tokyo Talkies,Women Black Super Skinny Fit Mid-Rise Clean Look Stretchable Jeans,Rs. 664,Mid-Rise,Cropped,Super Skinny Fit,,,,,,,9801597,Clean Look,Light Fade,Dark,Stretchable,With belt loops,
320,MANGO,Women Navy Blue Super Skinny Low-Rise Clean Look Cropped Sustainable Push Up Jeans,Rs. 2093,Low-Rise,Cropped,Skinny Fit,,,,,,,12524418,Clean Look,Light Fade,Dark,Stretchable,With belt loops,
321,The Dry State,Women Blue Regular Fit Mid-Rise Clean Look Jeans,Rs. 659,Mid-Rise,Cropped,Jogger,,,,,,,11539506,Clean Look,Heavy Fade,Medium,Stretchable,Elasticated,
322,Levis,Women Blue Super Skinny Fit Mid-Rise Clean Look Stretchable Jeans 710,Rs. 1979,Mid-Rise,Regular,Super Skinny Fit,,,,,,,8315349,Clean Look,Light Fade,Medium,Stretchable,With belt loops,
323,Deal Jeans,Women Blue Slim Fit Mid-Rise Clean Look Cropped Stretchable Jeans,Rs. 1377,Mid-Rise,Regular,Slim Fit,,,,,,,2426938,Clean Look,Light Fade,Medium,Stretchable,With belt loops,
324,Roadster,Women Grey Skinny Fit Mid-Rise Clean Look Stretchable Cropped Jeans,Rs. 719,Mid-Rise,Cropped,Skinny Fit,,,,,,,11688466,Clean Look,Heavy Fade,Light,Stretchable,With belt loops,
325,Moda Rapido,Women Black Skinny Fit High-Rise Clean Look Stretchable Ankle-Length Jeans,Rs. 899,High-Rise,Cropped,Skinny Fit,,,,,,,9337805,Clean Look,No Fade,Dark,Stretchable,With belt loops,
326,Roadster,Women Black Skinny Fit Mid-Rise Low Distress Cropped Jeans,Rs. 594,Mid-Rise,Cropped,Skinny Fit,,,,,,,11226362,Low Distress,Heavy Fade,Medium,,With belt loops,Ripped
327,Tokyo Talkies,Women Navy Blue Super Skinny Fit Mid-Rise Clean Look Stretchable Jeans,Rs. 664,Mid-Rise,Regular,Super Skinny Fit,,,,,,,10841090,Clean Look,Light Fade,Medium,Stretchable,With belt loops,
328,Moda Rapido,Women Blue Skinny Fit Mid-Rise Clean Look Stretchable Jeans,Rs. 539,Mid-Rise,Cropped,Skinny Fit,,,,,,,10947014,Clean Look,No Fade,Light,Stretchable,With belt loops,
329,Provogue,Women Blue Bootcut Mid-Rise Clean Look Stretchable Jeans,Rs. 664,Mid-Rise,Regular,Bootcut,,,,,,,12123476,Clean Look,Light Fade,Dark,Stretchable,With belt loops,
330,Roadster,Women Blue Skinny Fit Mid-Rise Clean Look Stretchable Jeans,Rs. 524,Mid-Rise,Regular,Skinny Fit,,,,,,,11226236,Clean Look,Heavy Fade,Light,Stretchable,With belt loops,
331,Deal Jeans,Women Blue Skinny Fit Mid-Rise Clean Look Stretchable Jeans,Rs. 1377,Mid-Rise,Regular,Skinny Fit,,,,,,,2426934,Clean Look,Light Fade,Light,Stretchable,With belt loops,
332,Moda Rapido,Women Blue Ankle Skinny Fit Mid-Rise Clean Look Stretchable Jeans,Rs. 809,Mid-Rise,Cropped,Skinny Fit,,,,,,,11440400,Clean Look,Light Fade,Medium,Stretchable,With belt loops,
333,DressBerry,Women Blue Skinny Fit Mid-Rise Clean Look Stretchable Ankle Length Jeans,Rs. 1039,Mid-Rise,Cropped,Skinny Fit,,,,,,,10158723,Clean Look,Light Fade,Dark,Stretchable,With belt loops,
334,GAP,Women Navy Blue True Skinny Fit Mid-Rise Clean Look Stretchable Jeans,Rs. 1679,Mid-Rise,Regular,Skinny Fit,,,,,,,11278274,Clean Look,No Fade,Dark,Stretchable,With belt loops,
335,Pepe Jeans,Women Grey SILVER Super Skinny Fit Mid-Rise Clean Look Stretchable Jeans,Rs. 1099,Mid-Rise,Cropped,Super Skinny Fit,,,,,,,8799521,Clean Look,Heavy Fade,Light,Stretchable,With belt loops,
336,Vero Moda,Women Grey Skinny Fit Mid-Rise Low Distress Stretchable Jeans,Rs. 839,Mid-Rise,Regular,Skinny Fit,,,,,,,6798060,Low Distress,Light Fade,Medium,,With belt loops,Ripped
337,Hubberholme,Women Navy Blue Slim Fit High-Rise Clean Look Cropped Stretchable Jeans,Rs. 584,High-Rise,Cropped,Slim Fit,,,,,,,11928604,Clean Look,Light Fade,Dark,Stretchable,With belt loops,
338,HERE&amp;NOW,Women Blue Skinny Fit Mid-Rise Slash Knee Stretchable Cropped Jeans,Rs. 1033,Mid-Rise,Cropped,Skinny Fit,,,,,,,9717045,Slash Knee,Heavy Fade,Light,,With belt loops,Ripped
339,Deal Jeans,Women Blue Slim Fit High-Rise Clean Look Stretchable Jeans,Rs. 1497,High-Rise,Regular,Slim Fit,,,,,,,5420287,Clean Look,Light Fade,Light,Stretchable,With belt loops,
340,High Star,Women Black Slim Fit High-Rise Clean Look Stretchable Jeans,Rs. 831,High-Rise,Regular,Slim Fit,,,,,,,11554556,Clean Look,No Fade,Dark,Stretchable,With belt loops,
341,SPYKAR,Women Blue Adora Skinny Fit High-Rise Low Distressed Stretchable Ankle Jeans,Rs. 1199,High-Rise,Cropped,Skinny Fit,Adora,,,,,,10009623,Low Distress,Heavy Fade,Medium,,,Ripped
342,High Star,Women Black Slim Fit High-Rise Clean Look Stretchable Jeans,Rs. 825,High-Rise,Cropped,Slim Fit,,,,,,,11554552,Clean Look,No Fade,Dark,Stretchable,With belt loops,
343,High Star,Women Blue Slim Fit High-Rise Clean Look Stretchable Jeans,Rs. 853,High-Rise,Cropped,Slim Fit,,,,,,,11554548,Clean Look,Heavy Fade,Medium,Stretchable,With belt loops,
344,Xpose,Women White Slim Fit Mid-Rise Clean Look Stretchable Jeans,Rs. 1049,Mid-Rise,Regular,Slim Fit,,,,,,,4318231,Clean Look,No Fade,Light,Stretchable,With belt loops,
345,HERE&amp;NOW,Women Black Skinny Fit Mid-Rise Clean Look Stretchable Jeans,Rs. 719,Mid-Rise,Regular,Skinny Fit,,,,,,,2383795,Clean Look,No Fade,Dark,Stretchable,With belt loops,
346,Roadster,Women Black Super Skinny Fit Mid-Rise Clean Look Stretchable Cropped Jeans,Rs. 719,Mid-Rise,Cropped,Super Skinny Fit,,,,,,,11118526,Clean Look,Light Fade,Dark,Stretchable,With belt loops,
347,Deal Jeans,Women Blue Skinny Fit Mid-Rise Clean Look Stretchable Jeans,Rs. 1377,Mid-Rise,Regular,Skinny Fit,,,,,,,5420361,Clean Look,Light Fade,Dark,Stretchable,With belt loops,
348,High Star,Women White Slim Fit High-Rise Clean Look Stretchable Jeans,Rs. 804,High-Rise,Regular,Slim Fit,,,,,,,7289174,Clean Look,No Fade,Light,Stretchable,With belt loops,
349,Flying Machine,Women Navy Veronica Skinny Fit Mid-Rise Distress Stretchable Cropped Jeans,Rs. 809,Mid-Rise,Cropped,Skinny Fit,Veronica,,,,,,12318914,Low Distress,Light Fade,Dark,,,Cat Scratches
